game_identifier,value_model,sampling_weight,residual_approximator,configuration,count,median,mean,std
BikeSharingLocalXAI_1,lightgbm,default,shapiq,lightgbm / default / shapiq (estimators=200),1,0.0027503950637797,0.0027503950637797,
BikeSharingLocalXAI_1,lightgbm,default,shapiq,lightgbm / default / shapiq (estimators=50),1,0.0258126623238224,0.0258126623238224,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=100)",1,0.0032745557151687,0.0032745557151687,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=200)",1,0.0031787841815184,0.0031787841815184,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=50)",1,0.013032463867065,0.013032463867065,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=100)",1,0.0032745557151687,0.0032745557151687,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=200)",1,0.0031787841815184,0.0031787841815184,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=50)",1,0.013032463867065,0.013032463867065,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=100),1,0.0032745557151687,0.0032745557151687,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=200),1,0.0031787841815184,0.0031787841815184,
BikeSharingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=50),1,0.013032463867065,0.013032463867065,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=100)",1,0.0029121745044247,0.0029121745044247,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=200)",1,0.0029179144154118,0.0029179144154118,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=50)",1,0.0096359746368644,0.0096359746368644,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=100)",1,0.0029121745044247,0.0029121745044247,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=200)",1,0.0029179144154118,0.0029179144154118,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=50)",1,0.0096359746368644,0.0096359746368644,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=100),1,0.0029121745044247,0.0029121745044247,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=200),1,0.0029179144154118,0.0029179144154118,
BikeSharingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=50),1,0.0096359746368644,0.0096359746368644,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=100)",1,0.0004134608372707,0.0004134608372707,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=200)",1,0.0003694944353754,0.0003694944353754,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=50)",1,0.0006448878165089,0.0006448878165089,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=100)",1,0.0004134608372707,0.0004134608372707,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=200)",1,0.0003699450907613,0.0003699450907613,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=50)",1,0.0006448878165089,0.0006448878165089,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=100),1,0.0004134608372707,0.0004134608372707,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=200),1,0.0003699450907613,0.0003699450907613,
BikeSharingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=50),1,0.0006448878165089,0.0006448878165089,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=10, estimators=100)",1,0.0004088454990773,0.0004088454990773,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=10, estimators=200)",1,0.0003636349149381,0.0003636349149381,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=10, estimators=50)",1,0.0006414170236633,0.0006414170236633,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=20, estimators=100)",1,0.0004088454990773,0.0004088454990773,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=20, estimators=200)",1,0.0003640442906616,0.0003640442906616,
BikeSharingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=20, estimators=50)",1,0.0006414170236633,0.0006414170236633,
BikeSharingLocalXAI_1,rf,default,shapiq,rf / default / shapiq (estimators=100),1,0.0004088454990773,0.0004088454990773,
BikeSharingLocalXAI_1,rf,default,shapiq,rf / default / shapiq (estimators=200),1,0.0003640442906616,0.0003640442906616,
BikeSharingLocalXAI_1,rf,default,shapiq,rf / default / shapiq (estimators=50),1,0.0006414170236633,0.0006414170236633,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=10, estimators=100)",1,0.0001230772638383,0.0001230772638383,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=10, estimators=200)",1,3.1070285957688104e-05,3.1070285957688104e-05,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=10, estimators=50)",1,0.0005073646158267,0.0005073646158267,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=20, estimators=100)",1,0.0001215984432031,0.0001215984432031,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=20, estimators=200)",1,3.0711141824324574e-05,3.0711141824324574e-05,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,"rf / leverage / kernelshapiq (depth=20, estimators=50)",1,0.0005012177089776,0.0005012177089776,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,rf / leverage / kernelshapiq (estimators=100),1,0.0001215984432031,0.0001215984432031,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,rf / leverage / kernelshapiq (estimators=200),1,3.0711141824324574e-05,3.0711141824324574e-05,
BikeSharingLocalXAI_1,rf,leverage,kernelshapiq,rf / leverage / kernelshapiq (estimators=50),1,0.0005012177089776,0.0005012177089776,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=10, estimators=100)",1,0.0001346444526724,0.0001346444526724,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=10, estimators=200)",1,3.420239991061654e-05,3.420239991061654e-05,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=10, estimators=50)",1,0.0005506921604468,0.0005506921604468,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=20, estimators=100)",1,0.000133376597494,0.000133376597494,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=20, estimators=200)",1,3.3889582274059935e-05,3.3889582274059935e-05,
BikeSharingLocalXAI_1,rf,leverage,shapiq,"rf / leverage / shapiq (depth=20, estimators=50)",1,0.0005454705452341,0.0005454705452341,
BikeSharingLocalXAI_1,rf,leverage,shapiq,rf / leverage / shapiq (estimators=100),1,0.000133376597494,0.000133376597494,
BikeSharingLocalXAI_1,rf,leverage,shapiq,rf / leverage / shapiq (estimators=200),1,3.3889582274059935e-05,3.3889582274059935e-05,
BikeSharingLocalXAI_1,rf,leverage,shapiq,rf / leverage / shapiq (estimators=50),1,0.0005454705452341,0.0005454705452341,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=10, estimators=100)",1,7.542633978686054e-11,7.542633978686054e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=10, estimators=200)",1,7.566117832259657e-11,7.566117832259657e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=10, estimators=50)",1,7.591770583486186e-11,7.591770583486186e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=20, estimators=100)",1,7.542633978686054e-11,7.542633978686054e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=20, estimators=200)",1,7.566117832259657e-11,7.566117832259657e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,"xgb / default / kernelshapiq (depth=20, estimators=50)",1,7.591770583486186e-11,7.591770583486186e-11,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,xgb / default / kernelshapiq (estimators=100),1,0.002631839494679,0.002631839494679,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,xgb / default / kernelshapiq (estimators=200),1,0.001543343165584,0.001543343165584,
BikeSharingLocalXAI_1,xgb,default,kernelshapiq,xgb / default / kernelshapiq (estimators=50),1,0.0047092957913154,0.0047092957913154,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=10, estimators=100)",1,9.984566465391824e-11,9.984566465391824e-11,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=10, estimators=200)",1,1.0122698387088539e-10,1.0122698387088539e-10,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=10, estimators=50)",1,9.891444623071704e-11,9.891444623071704e-11,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=20, estimators=100)",1,9.984566465391824e-11,9.984566465391824e-11,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=20, estimators=200)",1,1.0122698387088539e-10,1.0122698387088539e-10,
BikeSharingLocalXAI_1,xgb,default,shapiq,"xgb / default / shapiq (depth=20, estimators=50)",1,9.891444623071704e-11,9.891444623071704e-11,
BikeSharingLocalXAI_1,xgb,default,shapiq,xgb / default / shapiq (estimators=100),1,0.0014410630381667,0.0014410630381667,
BikeSharingLocalXAI_1,xgb,default,shapiq,xgb / default / shapiq (estimators=200),1,0.0008297948505009,0.0008297948505009,
BikeSharingLocalXAI_1,xgb,default,shapiq,xgb / default / shapiq (estimators=50),1,0.0028433185632483,0.0028433185632483,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=10, estimators=100)",1,5.6893896044236447e-11,5.6893896044236447e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=10, estimators=200)",1,5.704668730785392e-11,5.704668730785392e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=10, estimators=50)",1,5.7806567501969696e-11,5.7806567501969696e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=20, estimators=100)",1,5.6893896044236447e-11,5.6893896044236447e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=20, estimators=200)",1,5.704668730785392e-11,5.704668730785392e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,"xgb / leverage / kernelshapiq (depth=20, estimators=50)",1,5.7806567501969696e-11,5.7806567501969696e-11,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,xgb / leverage / kernelshapiq (estimators=100),1,0.0007333171499573,0.0007333171499573,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,xgb / leverage / kernelshapiq (estimators=200),1,0.0003773215814011,0.0003773215814011,
BikeSharingLocalXAI_1,xgb,leverage,kernelshapiq,xgb / leverage / kernelshapiq (estimators=50),1,0.0016958624093449,0.0016958624093449,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=10, estimators=100)",1,9.450588477369579e-11,9.450588477369579e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=10, estimators=200)",1,9.397773202866636e-11,9.397773202866636e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=10, estimators=50)",1,9.653034421515279e-11,9.653034421515279e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=20, estimators=100)",1,9.450588477369579e-11,9.450588477369579e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=20, estimators=200)",1,9.397773202866636e-11,9.397773202866636e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,"xgb / leverage / shapiq (depth=20, estimators=50)",1,9.653034421515279e-11,9.653034421515279e-11,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,xgb / leverage / shapiq (estimators=100),1,0.0005697584408784,0.0005697584408784,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,xgb / leverage / shapiq (estimators=200),1,0.0003666770781775,0.0003666770781775,
BikeSharingLocalXAI_1,xgb,leverage,shapiq,xgb / leverage / shapiq (estimators=50),1,0.0011015515298888,0.0011015515298888,
CaliforniaHousingLocalXAI_1,dt,default,kernelshapiq,dt / default / kernelshapiq,2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,default,kernelshapiq,dt / default / kernelshapiq (depth=10),2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,default,kernelshapiq,dt / default / kernelshapiq (depth=20),2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,default,shapiq,dt / default / shapiq,2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,default,shapiq,dt / default / shapiq (depth=10),2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,default,shapiq,dt / default / shapiq (depth=20),2,0.008844470653699947,0.008844470653699947,0.012430448335339165
CaliforniaHousingLocalXAI_1,dt,leverage,kernelshapiq,dt / leverage / kernelshapiq,2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,dt,leverage,kernelshapiq,dt / leverage / kernelshapiq (depth=10),2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,dt,leverage,kernelshapiq,dt / leverage / kernelshapiq (depth=20),2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,dt,leverage,shapiq,dt / leverage / shapiq,2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,dt,leverage,shapiq,dt / leverage / shapiq (depth=10),2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,dt,leverage,shapiq,dt / leverage / shapiq (depth=20),2,0.008592536459723275,0.008592536459723275,0.012151664835476327
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=10, estimators=100)",2,0.00859412305495725,0.00859412305495725,0.011647025855120778
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=10, estimators=200)",2,0.008594052764609,0.008594052764609,0.01164712528643868
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=10, estimators=50)",2,0.0085940749581061,0.0085940749581061,0.011647093437106869
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=20, estimators=100)",2,0.00859412305495725,0.00859412305495725,0.011647025855120778
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=20, estimators=200)",2,0.008594052764609,0.008594052764609,0.01164712528643868
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,"lightgbm / default / kernelshapiq (depth=20, estimators=50)",2,0.0085940749581061,0.0085940749581061,0.011647093437106869
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,lightgbm / default / kernelshapiq (estimators=100),2,0.00859412305495725,0.00859412305495725,0.011647025855120778
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,lightgbm / default / kernelshapiq (estimators=200),2,0.008594052764609,0.008594052764609,0.01164712528643868
CaliforniaHousingLocalXAI_1,lightgbm,default,kernelshapiq,lightgbm / default / kernelshapiq (estimators=50),2,0.0085940749581061,0.0085940749581061,0.011647093437106869
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=10, estimators=100)",2,0.00867174762340115,0.00867174762340115,0.01110342989044809
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=10, estimators=200)",2,0.00858502719695115,0.00858502719695115,0.011301602708907219
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=10, estimators=50)",2,0.0088662210408428,0.0088662210408428,0.011041396072861101
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=20, estimators=100)",2,0.00867174762340115,0.00867174762340115,0.01110342989044809
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=20, estimators=200)",2,0.00858502719695115,0.00858502719695115,0.011301602708907219
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,"lightgbm / default / shapiq (depth=20, estimators=50)",2,0.0088662210408428,0.0088662210408428,0.011041396072861101
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,lightgbm / default / shapiq (estimators=100),2,0.00867174762340115,0.00867174762340115,0.01110342989044809
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,lightgbm / default / shapiq (estimators=200),2,0.00858502719695115,0.00858502719695115,0.011301602708907219
CaliforniaHousingLocalXAI_1,lightgbm,default,shapiq,lightgbm / default / shapiq (estimators=50),2,0.0088662210408428,0.0088662210408428,0.011041396072861101
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=100)",2,0.00884812029992925,0.00884812029992925,0.012188543700958098
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=200)",2,0.0088481202622817,0.0088481202622817,0.012188543632955993
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=10, estimators=50)",2,0.008848120216703401,0.008848120216703401,0.012188543671830036
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=100)",2,0.00884812029992925,0.00884812029992925,0.012188543700958098
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=200)",2,0.0088481202622817,0.0088481202622817,0.012188543632955993
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,"lightgbm / leverage / kernelshapiq (depth=20, estimators=50)",2,0.008848120216703401,0.008848120216703401,0.012188543671830036
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=100),2,0.00884812029992925,0.00884812029992925,0.012188543700958098
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=200),2,0.0088481202622817,0.0088481202622817,0.012188543632955993
CaliforniaHousingLocalXAI_1,lightgbm,leverage,kernelshapiq,lightgbm / leverage / kernelshapiq (estimators=50),2,0.008848120216703401,0.008848120216703401,0.012188543671830036
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=100)",2,0.0093990389080093,0.0093990389080093,0.011953500113594022
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=200)",2,0.009289497536824851,0.009289497536824851,0.012010769628591315
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=10, estimators=50)",2,0.00988964007622095,0.00988964007622095,0.01217860557894715
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=100)",2,0.0093990389080093,0.0093990389080093,0.011953500113594022
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=200)",2,0.009289497536824851,0.009289497536824851,0.012010769628591315
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,"lightgbm / leverage / shapiq (depth=20, estimators=50)",2,0.00988964007622095,0.00988964007622095,0.01217860557894715
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=100),2,0.0093990389080093,0.0093990389080093,0.011953500113594022
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=200),2,0.009289497536824851,0.009289497536824851,0.012010769628591315
CaliforniaHousingLocalXAI_1,lightgbm,leverage,shapiq,lightgbm / leverage / shapiq (estimators=50),2,0.00988964007622095,0.00988964007622095,0.01217860557894715
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=100)",2,0.008923940131576236,0.008923940131576236,0.012502444236738077
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=200)",2,0.00886761341244967,0.00886761341244967,0.012438366964776121
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=10, estimators=50)",2,0.008932163561449769,0.008932163561449769,0.012516106562602292
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=100)",2,0.008923940131576236,0.008923940131576236,0.012502444236738077
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=200)",2,0.00886761341244967,0.00886761341244967,0.012438366964776121
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,"rf / default / kernelshapiq (depth=20, estimators=50)",2,0.008932163561449769,0.008932163561449769,0.012516106562602292
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=100),2,0.008923940131576236,0.008923940131576236,0.012502444236738077
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=200),2,0.00886761341244967,0.00886761341244967,0.012438366964776121
CaliforniaHousingLocalXAI_1,rf,default,kernelshapiq,rf / default / kernelshapiq (estimators=50),2,0.008932163561449769,0.008932163561449769,0.012516106562602292
CaliforniaHousingLocalXAI_1,rf,default,shapiq,"rf / default / shapiq (depth=10, estimators=100)",2,0.008773331678614271,0.008773331678614271,0.012291553551408907
